sep=,
2025-05-18 16:00:00,openai.o4-mini-2025-04-16,433 K
2025-05-18 17:00:00,anthropic.claude-3-5-haiku-20241022,20
2025-05-18 17:00:00,anthropic.claude-3-7-sonnet-20250219,212 K
2025-05-18 17:00:00,google_genai.gemini-1.5-pro-002,126
2025-05-18 17:00:00,google_genai.gemini-2.0-flash-001,505 K
2025-05-18 17:00:00,meta.llama-3-2-11b-vision-instruct,14.8 K
2025-05-18 17:00:00,mistral.mistral-small-2503,155
2025-05-18 17:00:00,mistral.pixtral-large-2411,138
2025-05-18 17:00:00,openai.gpt-4.1-2025-04-14,336 K
2025-05-18 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.35 Mil
2025-05-18 17:00:00,openai.o4-mini-2025-04-16,128 K
2025-05-18 18:00:00,anthropic.claude-3-7-sonnet-20250219,523 K
2025-05-18 18:00:00,google_genai.gemini-2.0-flash-001,74.3 K
2025-05-18 18:00:00,meta.llama-3-2-11b-vision-instruct,2.00 K
2025-05-18 18:00:00,openai.gpt-4.1-2025-04-14,831 K
2025-05-18 18:00:00,openai.gpt-4.1-mini-2025-04-14,2.04 Mil
2025-05-18 18:00:00,openai.o4-mini-2025-04-16,79.9 K
2025-05-18 19:00:00,anthropic.claude-3-7-sonnet-20250219,441 K
2025-05-18 19:00:00,google_genai.gemini-1.5-pro-002,2.45 K
2025-05-18 19:00:00,google_genai.gemini-2.0-flash-001,24.0 K
2025-05-18 19:00:00,openai.gpt-4.1-2025-04-14,1.23 Mil
2025-05-18 19:00:00,openai.gpt-4.1-mini-2025-04-14,1.16 Mil
2025-05-18 19:00:00,openai.o4-mini-2025-04-16,305 K
2025-05-18 20:00:00,anthropic.claude-3-5-haiku-20241022,622
2025-05-18 20:00:00,anthropic.claude-3-7-sonnet-20250219,1.30 Mil
2025-05-18 20:00:00,google_genai.gemini-2.0-flash-001,14.4 K
2025-05-18 20:00:00,meta.llama-3-2-11b-vision-instruct,6.05 K
2025-05-18 20:00:00,ollama.mistral:7b,509
2025-05-18 20:00:00,openai.gpt-4.1-2025-04-14,330 K
2025-05-18 20:00:00,openai.gpt-4.1-mini-2025-04-14,2.19 Mil
2025-05-18 20:00:00,openai.o4-mini-2025-04-16,1.73 Mil
2025-05-18 21:00:00,anthropic.claude-3-5-haiku-20241022,31
2025-05-18 21:00:00,anthropic.claude-3-7-sonnet-20250219,445 K
2025-05-18 21:00:00,google_genai.gemini-1.5-pro-002,140
2025-05-18 21:00:00,google_genai.gemini-2.0-flash-001,1.54 Mil
2025-05-18 21:00:00,mistral.mistral-small-2503,269
2025-05-18 21:00:00,mistral.pixtral-large-2411,134
2025-05-18 21:00:00,openai.gpt-4.1-2025-04-14,937 K
2025-05-18 21:00:00,openai.gpt-4.1-mini-2025-04-14,3.07 Mil
2025-05-18 21:00:00,openai.o4-mini-2025-04-16,2.79 Mil
2025-05-18 22:00:00,anthropic.claude-3-7-sonnet-20250219,567 K
2025-05-18 22:00:00,google_genai.gemini-2.0-flash-001,9.49 Mil
2025-05-18 22:00:00,meta.llama-3-2-11b-vision-instruct,8.08 K
2025-05-18 22:00:00,openai.gpt-4.1-2025-04-14,325 K
2025-05-18 22:00:00,openai.gpt-4.1-mini-2025-04-14,10.2 Mil
2025-05-18 22:00:00,openai.o4-mini-2025-04-16,117 K
2025-05-18 23:00:00,anthropic.claude-3-5-haiku-20241022,32
2025-05-18 23:00:00,anthropic.claude-3-7-sonnet-20250219,497 K
2025-05-18 23:00:00,google_genai.gemini-2.0-flash-001,11.0 Mil
2025-05-18 23:00:00,openai.gpt-4.1-2025-04-14,477 K
2025-05-18 23:00:00,openai.gpt-4.1-mini-2025-04-14,7.61 Mil
2025-05-18 23:00:00,openai.o4-mini-2025-04-16,244 K
2025-05-19 00:00:00,anthropic.claude-3-7-sonnet-20250219,188 K
2025-05-19 00:00:00,google_genai.gemini-2.0-flash-001,26.9 K
2025-05-19 00:00:00,openai.gpt-4.1-2025-04-14,485 K
2025-05-19 00:00:00,openai.gpt-4.1-mini-2025-04-14,1.63 Mil
2025-05-19 00:00:00,openai.o4-mini-2025-04-16,376 K
2025-05-19 01:00:00,anthropic.claude-3-7-sonnet-20250219,62.3 K
2025-05-19 01:00:00,openai.gpt-4.1-2025-04-14,139 K
2025-05-19 01:00:00,openai.gpt-4.1-mini-2025-04-14,4.78 Mil
2025-05-19 02:00:00,anthropic.claude-3-7-sonnet-20250219,17.8 K
2025-05-19 02:00:00,openai.gpt-4.1-2025-04-14,2.93 K
2025-05-19 02:00:00,openai.gpt-4.1-mini-2025-04-14,86.1 K
2025-05-19 02:00:00,openai.o4-mini-2025-04-16,56.7 K
2025-05-19 03:00:00,anthropic.claude-3-7-sonnet-20250219,57.7 K
2025-05-19 03:00:00,openai.gpt-4.1-2025-04-14,10.3 K
2025-05-19 03:00:00,openai.gpt-4.1-mini-2025-04-14,276 K
2025-05-19 04:00:00,anthropic.claude-3-7-sonnet-20250219,21.2 K
2025-05-19 04:00:00,openai.gpt-4.1-mini-2025-04-14,494 K
2025-05-19 05:00:00,meta.llama-3-2-11b-vision-instruct,1.55 K
2025-05-19 05:00:00,openai.gpt-4.1-2025-04-14,755
2025-05-19 05:00:00,openai.gpt-4.1-mini-2025-04-14,186 K
2025-05-19 06:00:00,anthropic.claude-3-7-sonnet-20250219,176 K
2025-05-19 06:00:00,meta.llama-3-2-11b-vision-instruct,20.4 K
2025-05-19 06:00:00,openai.gpt-4.1-2025-04-14,86.8 K
2025-05-19 06:00:00,openai.gpt-4.1-mini-2025-04-14,40.6 K
2025-05-19 07:00:00,anthropic.claude-3-7-sonnet-20250219,117 K
2025-05-19 07:00:00,openai.gpt-4.1-2025-04-14,224 K
2025-05-19 07:00:00,openai.gpt-4.1-mini-2025-04-14,400 K
2025-05-19 07:00:00,openai.o4-mini-2025-04-16,16.0 K
2025-05-19 08:00:00,anthropic.claude-3-5-haiku-20241022,451
2025-05-19 08:00:00,anthropic.claude-3-7-sonnet-20250219,372 K
2025-05-19 08:00:00,meta.llama-3-2-11b-vision-instruct,41.9 K
2025-05-19 08:00:00,openai.gpt-4.1-mini-2025-04-14,534 K
2025-05-19 08:00:00,openai.o4-mini-2025-04-16,91.2 K
2025-05-19 09:00:00,anthropic.claude-3-5-haiku-20241022,21.4 K
2025-05-19 09:00:00,anthropic.claude-3-7-sonnet-20250219,159 K
2025-05-19 09:00:00,meta.llama-3-2-11b-vision-instruct,3.33 K
2025-05-19 09:00:00,openai.gpt-4.1-2025-04-14,40.1 K
2025-05-19 09:00:00,openai.gpt-4.1-mini-2025-04-14,458 K
2025-05-19 09:00:00,openai.o4-mini-2025-04-16,247 K
2025-05-19 10:00:00,anthropic.claude-3-5-haiku-20241022,31.4 K
2025-05-19 10:00:00,anthropic.claude-3-7-sonnet-20250219,61.2 K
2025-05-19 10:00:00,meta.llama-3-2-11b-vision-instruct,3.97 K
2025-05-19 10:00:00,openai.gpt-4.1-2025-04-14,759 K
2025-05-19 10:00:00,openai.gpt-4.1-mini-2025-04-14,952 K
2025-05-19 10:00:00,openai.o4-mini-2025-04-16,420 K
2025-05-19 11:00:00,anthropic.claude-3-5-haiku-20241022,9.60 K
2025-05-19 11:00:00,anthropic.claude-3-7-sonnet-20250219,147 K
2025-05-19 11:00:00,google_genai.gemini-2.0-flash-001,1.52 Mil
2025-05-19 11:00:00,meta.llama-3-2-11b-vision-instruct,154 K
2025-05-19 11:00:00,openai.gpt-4.1-2025-04-14,582 K
2025-05-19 11:00:00,openai.gpt-4.1-mini-2025-04-14,3.28 Mil
2025-05-19 11:00:00,openai.o4-mini-2025-04-16,101 K
2025-05-19 12:00:00,anthropic.claude-3-5-haiku-20241022,53.0 K
2025-05-19 12:00:00,anthropic.claude-3-7-sonnet-20250219,77.1 K
2025-05-19 12:00:00,google_genai.gemini-1.5-pro-002,25
2025-05-19 12:00:00,google_genai.gemini-2.0-flash-001,37.0 K
2025-05-19 12:00:00,mistral.mistral-small-2503,174
2025-05-19 12:00:00,mistral.pixtral-large-2411,166
2025-05-19 12:00:00,ollama.mistral:7b,5.55 K
2025-05-19 12:00:00,openai.gpt-4.1-2025-04-14,175 K
2025-05-19 12:00:00,openai.gpt-4.1-mini-2025-04-14,1.70 Mil
2025-05-19 12:00:00,openai.o4-mini-2025-04-16,78.3 K
2025-05-19 13:00:00,anthropic.claude-3-5-haiku-20241022,63.9 K
2025-05-19 13:00:00,anthropic.claude-3-7-sonnet-20250219,92.2 K
2025-05-19 13:00:00,google_genai.gemini-2.0-flash-001,230 K
2025-05-19 13:00:00,meta.llama-3-2-11b-vision-instruct,39.5 K
2025-05-19 13:00:00,openai.gpt-4.1-2025-04-14,77.9 K
2025-05-19 13:00:00,openai.gpt-4.1-mini-2025-04-14,3.14 Mil
2025-05-19 13:00:00,openai.o4-mini-2025-04-16,689 K
2025-05-19 14:00:00,anthropic.claude-3-5-haiku-20241022,10.9 K
2025-05-19 14:00:00,anthropic.claude-3-7-sonnet-20250219,203 K
2025-05-19 14:00:00,google_genai.gemini-2.0-flash-001,9.87 K
2025-05-19 14:00:00,meta.llama-3-2-11b-vision-instruct,4.89 K
2025-05-19 14:00:00,ollama.mistral:7b,432
2025-05-19 14:00:00,openai.gpt-4.1-2025-04-14,579 K
2025-05-19 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.95 Mil
2025-05-19 14:00:00,openai.o4-mini-2025-04-16,927 K
2025-05-19 15:00:00,anthropic.claude-3-5-haiku-20241022,14.4 K
2025-05-19 15:00:00,anthropic.claude-3-7-sonnet-20250219,248 K
2025-05-19 15:00:00,google_genai.gemini-2.0-flash-001,4.35 Mil
2025-05-19 15:00:00,meta.llama-3-2-11b-vision-instruct,9.03 K
2025-05-19 15:00:00,openai.gpt-4.1-2025-04-14,589 K
2025-05-19 15:00:00,openai.gpt-4.1-mini-2025-04-14,2.08 Mil
2025-05-19 15:00:00,openai.o4-mini-2025-04-16,111 K
2025-05-19 16:00:00,anthropic.claude-3-7-sonnet-20250219,659 K
2025-05-19 16:00:00,google_genai.gemini-1.5-pro-002,957
2025-05-19 16:00:00,google_genai.gemini-2.0-flash-001,4.07 Mil
2025-05-19 16:00:00,meta.llama-3-2-11b-vision-instruct,108 K
2025-05-19 16:00:00,openai.gpt-4.1-2025-04-14,324 K
2025-05-19 16:00:00,openai.gpt-4.1-mini-2025-04-14,4.05 Mil
2025-05-19 16:00:00,openai.o4-mini-2025-04-16,190 K
2025-05-19 17:00:00,anthropic.claude-3-7-sonnet-20250219,333 K
2025-05-19 17:00:00,google_genai.gemini-2.0-flash-001,1.74 Mil
2025-05-19 17:00:00,meta.llama-3-2-11b-vision-instruct,10.8 K
2025-05-19 17:00:00,mistral.pixtral-large-2411,6.96 K
2025-05-19 17:00:00,openai.gpt-4.1-2025-04-14,113 K
2025-05-19 17:00:00,openai.gpt-4.1-mini-2025-04-14,4.61 Mil
2025-05-19 17:00:00,openai.o4-mini-2025-04-16,160 K
2025-05-19 18:00:00,anthropic.claude-3-5-haiku-20241022,1.10 K
2025-05-19 18:00:00,anthropic.claude-3-7-sonnet-20250219,95.6 K
2025-05-19 18:00:00,google_genai.gemini-1.5-pro-002,28.7 K
2025-05-19 18:00:00,google_genai.gemini-2.0-flash-001,3.98 K
2025-05-19 18:00:00,meta.llama-3-2-11b-vision-instruct,2.45 K
2025-05-19 18:00:00,openai.gpt-4.1-2025-04-14,22.7 K
2025-05-19 18:00:00,openai.gpt-4.1-mini-2025-04-14,8.02 Mil
2025-05-19 18:00:00,openai.o4-mini-2025-04-16,135 K
2025-05-19 19:00:00,anthropic.claude-3-7-sonnet-20250219,152 K
2025-05-19 19:00:00,google_genai.gemini-1.5-pro-002,2.32 K
2025-05-19 19:00:00,meta.llama-3-2-11b-vision-instruct,45.5 K
2025-05-19 19:00:00,openai.gpt-4.1-2025-04-14,139 K
2025-05-19 19:00:00,openai.gpt-4.1-mini-2025-04-14,1.36 Mil
2025-05-19 19:00:00,openai.o4-mini-2025-04-16,180 K
2025-05-19 20:00:00,anthropic.claude-3-5-haiku-20241022,6.92 K
2025-05-19 20:00:00,anthropic.claude-3-7-sonnet-20250219,230 K
2025-05-19 20:00:00,meta.llama-3-2-11b-vision-instruct,12.1 K
2025-05-19 20:00:00,openai.gpt-4.1-2025-04-14,158 K
2025-05-19 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.31 Mil
2025-05-19 20:00:00,openai.o4-mini-2025-04-16,2.17 Mil
2025-05-19 21:00:00,anthropic.claude-3-5-haiku-20241022,15.3 K
2025-05-19 21:00:00,anthropic.claude-3-7-sonnet-20250219,950 K
2025-05-19 21:00:00,google_genai.gemini-1.5-pro-002,2.03 K
2025-05-19 21:00:00,google_genai.gemini-2.0-flash-001,3.56 K
2025-05-19 21:00:00,meta.llama-3-2-11b-vision-instruct,4.73 K
2025-05-19 21:00:00,ollama.mistral:7b,750
2025-05-19 21:00:00,openai.gpt-4.1-2025-04-14,262 K
2025-05-19 21:00:00,openai.gpt-4.1-mini-2025-04-14,2.08 Mil
2025-05-19 21:00:00,openai.o4-mini-2025-04-16,2.70 Mil
2025-05-19 22:00:00,anthropic.claude-3-7-sonnet-20250219,450 K
2025-05-19 22:00:00,meta.llama-3-2-11b-vision-instruct,4.65 K
2025-05-19 22:00:00,openai.gpt-4.1-2025-04-14,531 K
2025-05-19 22:00:00,openai.gpt-4.1-mini-2025-04-14,3.75 Mil
2025-05-19 22:00:00,openai.o4-mini-2025-04-16,698 K
2025-05-19 23:00:00,anthropic.claude-3-7-sonnet-20250219,97.3 K
2025-05-19 23:00:00,google_genai.gemini-1.5-pro-002,66.4 K
2025-05-19 23:00:00,google_genai.gemini-2.0-flash-001,2.03 K
2025-05-19 23:00:00,meta.llama-3-2-11b-vision-instruct,466
2025-05-19 23:00:00,openai.gpt-4.1-2025-04-14,298 K
2025-05-19 23:00:00,openai.gpt-4.1-mini-2025-04-14,2.75 Mil
2025-05-19 23:00:00,openai.o4-mini-2025-04-16,212 K
2025-05-20 00:00:00,anthropic.claude-3-5-haiku-20241022,61.0 K
2025-05-20 00:00:00,anthropic.claude-3-7-sonnet-20250219,5.06 K
2025-05-20 00:00:00,openai.gpt-4.1-2025-04-14,76.0 K
2025-05-20 00:00:00,openai.gpt-4.1-mini-2025-04-14,1.05 Mil
2025-05-20 00:00:00,openai.o4-mini-2025-04-16,165 K
2025-05-20 01:00:00,anthropic.claude-3-7-sonnet-20250219,55.7 K
2025-05-20 01:00:00,google_genai.gemini-1.5-pro-002,7.63 K
2025-05-20 01:00:00,google_genai.gemini-2.0-flash-001,2.12 Mil
2025-05-20 01:00:00,openai.gpt-4.1-2025-04-14,6.11 K
2025-05-20 01:00:00,openai.gpt-4.1-mini-2025-04-14,2.37 Mil
2025-05-20 01:00:00,openai.o4-mini-2025-04-16,70.7 K
2025-05-20 02:00:00,anthropic.claude-3-7-sonnet-20250219,1.94 K
2025-05-20 02:00:00,google_genai.gemini-2.0-flash-001,1.44 Mil
2025-05-20 02:00:00,mistral.pixtral-large-2411,3.29 K
2025-05-20 02:00:00,openai.gpt-4.1-2025-04-14,1.52 K
2025-05-20 02:00:00,openai.gpt-4.1-mini-2025-04-14,2.37 Mil
2025-05-20 03:00:00,openai.gpt-4.1-2025-04-14,79.0 K
2025-05-20 03:00:00,openai.gpt-4.1-mini-2025-04-14,32.3 K
2025-05-20 03:00:00,openai.o4-mini-2025-04-16,138 K
2025-05-20 04:00:00,openai.gpt-4.1-mini-2025-04-14,257 K
2025-05-20 04:00:00,openai.o4-mini-2025-04-16,63.1 K
2025-05-20 05:00:00,anthropic.claude-3-7-sonnet-20250219,4.48 K
2025-05-20 05:00:00,meta.llama-3-2-11b-vision-instruct,2.62 K
2025-05-20 05:00:00,openai.gpt-4.1-mini-2025-04-14,26.4 K
2025-05-20 05:00:00,openai.o4-mini-2025-04-16,76.9 K
2025-05-20 06:00:00,anthropic.claude-3-5-haiku-20241022,308
2025-05-20 06:00:00,anthropic.claude-3-7-sonnet-20250219,4.00 K
2025-05-20 06:00:00,meta.llama-3-2-11b-vision-instruct,826
2025-05-20 06:00:00,openai.gpt-4.1-2025-04-14,13.1 K
2025-05-20 06:00:00,openai.gpt-4.1-mini-2025-04-14,2.59 K
2025-05-20 06:00:00,openai.o4-mini-2025-04-16,55.0 K
2025-05-20 07:00:00,anthropic.claude-3-7-sonnet-20250219,8.38 K
2025-05-20 07:00:00,openai.gpt-4.1-2025-04-14,1.20 Mil
2025-05-20 07:00:00,openai.gpt-4.1-mini-2025-04-14,44.7 K
2025-05-20 08:00:00,anthropic.claude-3-5-haiku-20241022,65.7 K
2025-05-20 08:00:00,anthropic.claude-3-7-sonnet-20250219,85.6 K
2025-05-20 08:00:00,openai.gpt-4.1-2025-04-14,424 K
2025-05-20 08:00:00,openai.gpt-4.1-mini-2025-04-14,300 K
2025-05-20 09:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 09:00:00,anthropic.claude-3-7-sonnet-20250219,105 K
2025-05-20 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-20 09:00:00,google_genai.gemini-2.0-flash-001,230 K
2025-05-20 09:00:00,meta.llama-3-2-11b-vision-instruct,6.05 K
2025-05-20 09:00:00,mistral.mistral-small-2503,88
2025-05-20 09:00:00,mistral.pixtral-large-2411,83
2025-05-20 09:00:00,ollama.mistral:7b,177
2025-05-20 09:00:00,openai.gpt-4.1-2025-04-14,742 K
2025-05-20 09:00:00,openai.gpt-4.1-mini-2025-04-14,597 K
2025-05-20 09:00:00,openai.o4-mini-2025-04-16,3.57 K
2025-05-20 10:00:00,anthropic.claude-3-5-haiku-20241022,59.2 K
2025-05-20 10:00:00,anthropic.claude-3-7-sonnet-20250219,436 K
2025-05-20 10:00:00,google_genai.gemini-1.5-pro-002,86
2025-05-20 10:00:00,google_genai.gemini-2.0-flash-001,11.4 Mil
2025-05-20 10:00:00,meta.llama-3-2-11b-vision-instruct,6.83 K
2025-05-20 10:00:00,mistral.mistral-small-2503,88
2025-05-20 10:00:00,mistral.pixtral-large-2411,34
2025-05-20 10:00:00,ollama.mistral:7b,2.43 K
2025-05-20 10:00:00,openai.gpt-4.1-2025-04-14,2.00 Mil
2025-05-20 10:00:00,openai.gpt-4.1-mini-2025-04-14,3.34 Mil
2025-05-20 10:00:00,openai.o4-mini-2025-04-16,324 K
2025-05-20 11:00:00,anthropic.claude-3-5-haiku-20241022,52.5 K
2025-05-20 11:00:00,anthropic.claude-3-7-sonnet-20250219,657 K
2025-05-20 11:00:00,google_genai.gemini-1.5-pro-002,9
2025-05-20 11:00:00,google_genai.gemini-2.0-flash-001,1.29 Mil
2025-05-20 11:00:00,meta.llama-3-2-11b-vision-instruct,3.17 K
2025-05-20 11:00:00,mistral.mistral-small-2503,44
2025-05-20 11:00:00,mistral.pixtral-large-2411,17
2025-05-20 11:00:00,ollama.mistral:7b,77
2025-05-20 11:00:00,openai.gpt-4.1-2025-04-14,598 K
2025-05-20 11:00:00,openai.gpt-4.1-mini-2025-04-14,6.27 Mil
2025-05-20 11:00:00,openai.o4-mini-2025-04-16,475 K
2025-05-20 12:00:00,anthropic.claude-3-5-haiku-20241022,138 K
2025-05-20 12:00:00,anthropic.claude-3-7-sonnet-20250219,444 K
2025-05-20 12:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-20 12:00:00,google_genai.gemini-2.0-flash-001,1.90 Mil
2025-05-20 12:00:00,meta.llama-3-2-11b-vision-instruct,1.11 K
2025-05-20 12:00:00,mistral.mistral-small-2503,660 K
2025-05-20 12:00:00,mistral.pixtral-large-2411,56
2025-05-20 12:00:00,ollama.mistral:7b,154
2025-05-20 12:00:00,openai.gpt-4.1-2025-04-14,126 K
2025-05-20 12:00:00,openai.gpt-4.1-mini-2025-04-14,1.31 Mil
2025-05-20 12:00:00,openai.o4-mini-2025-04-16,370 K
2025-05-20 13:00:00,anthropic.claude-3-5-haiku-20241022,166 K
2025-05-20 13:00:00,anthropic.claude-3-7-sonnet-20250219,900 K
2025-05-20 13:00:00,google_genai.gemini-1.5-pro-002,5.92 K
2025-05-20 13:00:00,google_genai.gemini-2.0-flash-001,304 K
2025-05-20 13:00:00,meta.llama-3-2-11b-vision-instruct,50.8 K
2025-05-20 13:00:00,mistral.mistral-small-2503,338 K
2025-05-20 13:00:00,mistral.pixtral-large-2411,1.26 K
2025-05-20 13:00:00,ollama.mistral:7b,30.9 K
2025-05-20 13:00:00,openai.gpt-4.1-2025-04-14,144 K
2025-05-20 13:00:00,openai.gpt-4.1-mini-2025-04-14,2.59 Mil
2025-05-20 13:00:00,openai.o4-mini-2025-04-16,955 K
2025-05-20 14:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 14:00:00,anthropic.claude-3-7-sonnet-20250219,1.59 Mil
2025-05-20 14:00:00,google_genai.gemini-1.5-pro-002,1.59 K
2025-05-20 14:00:00,google_genai.gemini-2.0-flash-001,761 K
2025-05-20 14:00:00,meta.llama-3-2-11b-vision-instruct,53.9 K
2025-05-20 14:00:00,mistral.mistral-small-2503,88
2025-05-20 14:00:00,mistral.pixtral-large-2411,34
2025-05-20 14:00:00,ollama.mistral:7b,3.61 K
2025-05-20 14:00:00,openai.gpt-4.1-2025-04-14,291 K
2025-05-20 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.76 Mil
2025-05-20 14:00:00,openai.o4-mini-2025-04-16,985 K
2025-05-20 15:00:00,anthropic.claude-3-5-haiku-20241022,1.11 K
2025-05-20 15:00:00,anthropic.claude-3-7-sonnet-20250219,435 K
2025-05-20 15:00:00,google_genai.gemini-1.5-pro-002,6.24 K
2025-05-20 15:00:00,google_genai.gemini-2.0-flash-001,1.03 Mil
2025-05-20 15:00:00,meta.llama-3-2-11b-vision-instruct,4.70 K
2025-05-20 15:00:00,mistral.mistral-small-2503,88
2025-05-20 15:00:00,mistral.pixtral-large-2411,69
2025-05-20 15:00:00,ollama.mistral:7b,1.97 K
2025-05-20 15:00:00,openai.gpt-4.1-2025-04-14,132 K
2025-05-20 15:00:00,openai.gpt-4.1-mini-2025-04-14,1.73 Mil
2025-05-20 15:00:00,openai.o4-mini-2025-04-16,105 K
2025-05-20 16:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 16:00:00,anthropic.claude-3-7-sonnet-20250219,720 K
2025-05-20 16:00:00,google_genai.gemini-1.5-pro-002,858
2025-05-20 16:00:00,google_genai.gemini-2.0-flash-001,722 K
2025-05-20 16:00:00,meta.llama-3-2-11b-vision-instruct,1.32 K
2025-05-20 16:00:00,mistral.mistral-small-2503,88
2025-05-20 16:00:00,mistral.pixtral-large-2411,57
2025-05-20 16:00:00,ollama.mistral:7b,70
2025-05-20 16:00:00,openai.gpt-4.1-2025-04-14,31.0 K
2025-05-20 16:00:00,openai.gpt-4.1-mini-2025-04-14,2.41 Mil
2025-05-20 16:00:00,openai.o4-mini-2025-04-16,622 K
2025-05-20 17:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 17:00:00,anthropic.claude-3-7-sonnet-20250219,840 K
2025-05-20 17:00:00,google_genai.gemini-1.5-pro-002,7.40 K
2025-05-20 17:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-20 17:00:00,meta.llama-3-2-11b-vision-instruct,3.24 K
2025-05-20 17:00:00,mistral.mistral-small-2503,88
2025-05-20 17:00:00,mistral.pixtral-large-2411,56
2025-05-20 17:00:00,ollama.mistral:7b,70
2025-05-20 17:00:00,openai.gpt-4.1-2025-04-14,204 K
2025-05-20 17:00:00,openai.gpt-4.1-mini-2025-04-14,991 K
2025-05-20 17:00:00,openai.o4-mini-2025-04-16,967 K
2025-05-20 18:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 18:00:00,anthropic.claude-3-7-sonnet-20250219,644 K
2025-05-20 18:00:00,google_genai.gemini-1.5-pro-002,10.1 K
2025-05-20 18:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-20 18:00:00,meta.llama-3-2-11b-vision-instruct,1.82 K
2025-05-20 18:00:00,mistral.mistral-small-2503,88
2025-05-20 18:00:00,mistral.pixtral-large-2411,57
2025-05-20 18:00:00,ollama.mistral:7b,70
2025-05-20 18:00:00,openai.gpt-4.1-2025-04-14,21.0 K
2025-05-20 18:00:00,openai.gpt-4.1-mini-2025-04-14,713 K
2025-05-20 18:00:00,openai.o4-mini-2025-04-16,36.0 K
2025-05-20 19:00:00,anthropic.claude-3-5-haiku-20241022,67
2025-05-20 19:00:00,anthropic.claude-3-7-sonnet-20250219,232 K
2025-05-20 19:00:00,google_genai.gemini-1.5-pro-002,105
2025-05-20 19:00:00,google_genai.gemini-2.0-flash-001,179
2025-05-20 19:00:00,meta.llama-3-2-11b-vision-instruct,58.3 K
2025-05-20 19:00:00,mistral.mistral-small-2503,261
2025-05-20 19:00:00,mistral.pixtral-large-2411,210
2025-05-20 19:00:00,ollama.mistral:7b,1.07 K
2025-05-20 19:00:00,openai.gpt-4.1-2025-04-14,167 K
2025-05-20 19:00:00,openai.gpt-4.1-mini-2025-04-14,1.01 Mil
2025-05-20 19:00:00,openai.o4-mini-2025-04-16,171 K
2025-05-20 20:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 20:00:00,anthropic.claude-3-7-sonnet-20250219,137 K
2025-05-20 20:00:00,google_genai.gemini-1.5-pro-002,4.12 K
2025-05-20 20:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-20 20:00:00,meta.llama-3-2-11b-vision-instruct,23.0 K
2025-05-20 20:00:00,mistral.mistral-small-2503,88
2025-05-20 20:00:00,mistral.pixtral-large-2411,3.41 K
2025-05-20 20:00:00,ollama.mistral:7b,3.62 K
2025-05-20 20:00:00,openai.gpt-4.1-2025-04-14,325 K
2025-05-20 20:00:00,openai.gpt-4.1-mini-2025-04-14,2.02 Mil
2025-05-20 20:00:00,openai.o4-mini-2025-04-16,3.87 Mil
2025-05-20 21:00:00,anthropic.claude-3-5-haiku-20241022,19
2025-05-20 21:00:00,anthropic.claude-3-7-sonnet-20250219,75.3 K
2025-05-20 21:00:00,google_genai.gemini-1.5-pro-002,14.6 K
2025-05-20 21:00:00,google_genai.gemini-2.0-flash-001,239 K
2025-05-20 21:00:00,meta.llama-3-2-11b-vision-instruct,181 K
2025-05-20 21:00:00,mistral.mistral-small-2503,44
2025-05-20 21:00:00,mistral.pixtral-large-2411,45
2025-05-20 21:00:00,ollama.mistral:7b,100
2025-05-20 21:00:00,openai.gpt-4.1-2025-04-14,310 K
2025-05-20 21:00:00,openai.gpt-4.1-mini-2025-04-14,4.86 Mil
2025-05-20 21:00:00,openai.o4-mini-2025-04-16,942 K
2025-05-20 22:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 22:00:00,anthropic.claude-3-7-sonnet-20250219,459 K
2025-05-20 22:00:00,google_genai.gemini-1.5-pro-002,87.2 K
2025-05-20 22:00:00,google_genai.gemini-2.0-flash-001,1.88 Mil
2025-05-20 22:00:00,meta.llama-3-2-11b-vision-instruct,1.16 K
2025-05-20 22:00:00,mistral.mistral-small-2503,173
2025-05-20 22:00:00,mistral.pixtral-large-2411,70
2025-05-20 22:00:00,ollama.mistral:7b,154
2025-05-20 22:00:00,openai.gpt-4.1-2025-04-14,210 K
2025-05-20 22:00:00,openai.gpt-4.1-mini-2025-04-14,2.24 Mil
2025-05-20 22:00:00,openai.o4-mini-2025-04-16,81.2 K
2025-05-20 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-20 23:00:00,anthropic.claude-3-7-sonnet-20250219,331 K
2025-05-20 23:00:00,google_genai.gemini-1.5-pro-002,48.6 K
2025-05-20 23:00:00,google_genai.gemini-2.0-flash-001,18
