user_id,primary_affiliation,department
de5bb53d-b910-4dc0-9657-77ce4f36592c,Staff,Ofc of Communications
f7ca3f62-8fc9-460d-9fa2-a1f1eb5b4b7e,Staff,Dartmouth Institute
ecc754db-03a7-4c78-b822-acb9de6986f6,Staff,Fiscal Ofc Geisel
c44d48ac-2737-451b-bb2b-eeb445a6d6fc,Student,GR
35a70892-0d82-4aac-bccd-3bbf7dff9e6a,Student,'25
9063f620-67cf-4198-9535-28505d7abd8a,Student,TH
a5eca576-b6ed-424f-ae2c-58ae6b2ff803,Student,'28
7deb44f8-9323-46db-bb3c-ac50f0b68112,Student,'25
c15c7f9c-6f91-4ee8-8853-60e64f95e7d2,Student,GR
fac1852e-cb2a-4bf0-8255-d8a0c6e74148,Student,'28
b563038d-f74d-43f5-9dbc-f803f1add508,Staff,Dean of Faculty
a8ded556-b264-401d-b2a8-9143afaf4824,Staff,Molec and Sys Biol
7c3bfa73-8379-4ded-b0c2-72b9a41bd20b,Staff,Grad & Adv Studies
135f6490-50ef-4ba3-8850-21409c2c7145,Student,GR
003589e8-fb37-4cef-8222-a1dfcd2d2f47,Student,TH
8cefe39b-8da2-4bae-946d-b1946fc4e137,Student,'25
29609235-ca23-4403-8850-425a101f679a,Staff,Geography
ca788b85-2a0e-43f2-a325-12feaf276abe,Student,'28
07584c10-1a78-4a74-b997-3a0e1db88801,Staff,Dartmouth Institute
5bd86fd2-532f-48f2-9b9f-ebc926a2d0f2,Student,'26
ff5c6ad4-2ce2-442c-8b34-5a1206b5893a,Student,TH
f01f7dd1-7ac1-43c7-a2e3-17d0909406cf,Staff,Dartmouth for Life
9327fb1f-6d35-4fa8-9313-c617af135bf1,Staff,Thayer School
9effefad-1218-4c4e-8b41-41df038d4e83,Student,'28
6e4801af-801d-4bda-82a9-52b5db06d9f6,Student,TH
73b96fed-be85-4ea4-834e-a05e5492f7e7,Student,'28
085416b2-90b5-43ba-a3d1-74620e035e2c,Staff,Lib-T&L
35a47480-d911-41ec-b6a3-e0c530c65d05,Staff,OSP Administration
2f3b4bbb-757a-450a-bf77-4c3272c076e8,Student,'25
17dc25da-80eb-47d1-bb51-424178beb022,Student,'25
43bec0cf-bde7-4290-9e56-ffd0297c09f6,Student,'27
9da5bdf6-023a-4bc5-91c1-faf34def68ec,Staff,Rsch Comp
bf6e7b1e-8ddc-43a7-b9c1-bab09a0c75c7,Staff,Computing Geisel
3b484fc5-83ec-4186-9295-69db833108c7,Student,TH
baafb45b-5e91-4f7d-b7c8-f36deece9c60,Student,'25
162317f4-4eb7-41c2-9487-16116abc7ff8,Student,'25
358f10b3-9f07-4e6c-8b4a-b03495da83ba,Student,TH
ca30d7da-8346-408e-ad19-ed3f9bf9a2cc,Student,TH
a2d95b3f-c3d2-46b5-bc23-f833049e0de8,Student,GR
5b6c7594-e1de-469a-848b-39e90e8c6765,Student,'25
cff7cbe7-9a57-4d51-814d-d6b6e884d8ca,Student,'25
89d4b8a0-b31f-4f1d-8d11-e35ab3635e71,Student,'28
9f03f9ab-5fcd-489d-be0f-11b72dfb1c0b,Student,GR
08d31c3e-7c0c-4386-99bc-0e16b8dc9e7d,Student,'26
e41cac90-422f-4064-8404-26c52782d62a,Student,'25
ffe4b063-a51b-48f4-9dd5-fb168710ce7c,Student,'25
4098a198-47fd-42f8-86d7-fae1ccfdae85,Student,'25
a56a584c-f15f-4047-af2e-f834f7de6584,Faculty,Thayer School
3f8f07df-9334-465f-b079-0ee02d31a00b,Student,GR
4b5fa472-8f5f-48dd-9567-d83ee92de7b3,Student,GR
6c176fc2-1105-4fbf-81e8-28d9a38e4582,Faculty,Computer Science
2363dd7f-6c93-4c3a-b62d-03ff0569ddbf,Student,'27
7dee2d50-ff30-4170-9d95-3c2fd671f8b8,Student,'28
db74364c-c558-4b2c-b432-2decdb74e210,Student,TH
c68131c1-c24b-412f-84a9-6d821be9e2ac,Staff,Undergrad Dean's Office
4b8e477b-4aef-4c63-a279-4b984cbf3e29,Student,'26
9a3cc8ed-8e72-46b0-9ec9-8accc4d2d5ec,Student,TH
0444557b-6b24-46b2-a991-d56d5dffc5a9,Student,'28
9798a102-fd13-443b-8501-f6df811c1e30,Faculty,Biomed Data Sci
34e6144a-b430-4d1e-8eee-3bcfede6ed2a,Student,'28
59f3beeb-690f-4afe-8adf-bc22be5e0623,Staff,Digital Online Lning
61ccafbf-9efa-45ee-9506-be771463a17a,Staff,Mathematics
a21c6c50-cbfa-4082-854a-79201a5f3eaa,Member,GME Radiology
77fbbbd7-f3ad-48b2-8a5f-a8bd0f2db872,Student,'27
b639b0b5-8a5f-491b-9c8c-46add79c83c7,Faculty,Medicine
e4ab2e6f-776f-43a0-9f0b-45243a0f8ff0,Student,'27
2ab4fcdc-bfec-4d39-a495-f2ccaf61f5de,Staff,Financial Reporting
7bda2072-1be2-402b-a1ad-bfa5cdd2b852,Faculty,Linguistics
b2df5a08-1f9c-4949-bf21-721f6a47f8b5,Student,'25
697bdfd9-ec2c-4443-8996-c50c6dd90d2b,Staff,Recognition and Stew
d0f970e0-0a0a-4d99-a846-a33b80b78fa6,Student,'27
523f6a63-aeaa-4ca6-b8b0-613da435a9dd,Member,COSO
69a99a3a-4f6a-4704-a918-15ed51fbafa8,Student,TH
20dfcdbd-b16c-44cf-a3cc-454d142d1934,Staff,Magnuson Center
85be5d59-e3e6-44b5-875b-9669472bd408,Student,'26
e1764734-9be4-414f-a323-701ac48f2ee9,Student,'28
077ed01c-8ae0-4a83-beec-6d78cac205b2,Student,'28
95f6bf9e-479a-45b5-ab3f-13d29f58ee77,Staff,Grad & Adv Studies
85953072-9b90-4010-91af-729dc3aed51a,Student,'28
fa99099b-ea52-410d-9827-4fd8ff33eb89,Faculty,Earth Sciences
ea1647c0-6f61-4a6f-8401-3a15b79973a1,Student,'28
f94ef1ed-c1c1-4b99-b29d-dd99342dda03,Student,'28
64108e01-afa2-430e-8391-9f1f3152a797,Student,TH
2ebcb95e-5ef0-426b-a3a0-dc302939a202,Faculty,Biochem Cell Biology
84309b95-507a-4657-9ed1-8e8efb6b8435,Student,GR
0114fbc9-ca64-4ce0-b6f9-063cd5443b98,Student,GR
fdb9d2d0-f09d-4aa5-9ed2-eacd25dc2da4,Staff,Enterprise Systems Grp
477c3042-ac0a-4846-9fb5-c8423b4fa731,Student,'26
174e1530-7ae3-4416-b261-5f30a7796a1e,Student,'27
4e09dcca-e8fb-4b93-897d-418bdc57f790,Staff,Provosts Office
42cef91c-85b3-4857-a35d-bcdb45bc38dc,Faculty,Pediatrics
80829e4d-09d0-4a5e-ab63-5de4c31d216b,Student,TH
07c8421b-3e29-40c8-be07-e0a99086e68f,Student,TH
a426a9f0-8cc2-4353-a425-66a2b82b95ce,Student,'28
88a7d56f-cb56-4c15-9a0f-dd6d9ce8c4dc,Student,'26
ddddf284-64b1-4193-977f-19d55f192d54,Staff,Lib-Access Svcs
06ffb19f-daf3-4028-973d-322bbaa85b38,Student,'28
b66049b7-6324-4d2a-931d-3b5c899084db,Student,'27
1ab7c2e8-a2b5-43af-863d-784d0b181d1f,Student,'28
3aa2f60d-2f9c-4d25-8d62-423758d88126,Student,DM
d5e26527-c864-4a0c-a13c-1fb61e6b07a7,Student,GR
81f0ae7d-5d6e-492f-b1e5-91818c9244a4,Student,TH
6b7ca79b-182c-4ed0-ae47-a353c1a65e59,Student,GR
f3c69db5-b42f-40ed-acaa-eabd6b22ca7f,Student,'25
911f18b3-c6ab-47b0-a03c-34767cd9f2c8,Student,TH
4d271590-275d-487e-aaa3-1ad58ead9684,Staff,Enterprise Systems Grp
aaf9fac0-6b3b-4e77-97d1-97df5e41c95c,Student,TH
0fdb6197-6bf4-427c-8ea8-4afbf2dbf249,Student,GR
5b7edd83-5629-4e5b-bd8b-d8f0f866f416,Staff,Ofc of Communications
7ad3f84d-667c-4dd2-8bd6-3c295f2999fd,Student,GRLS
d47b63cd-f0d7-4a20-af31-664f266bcdd3,Student,TH
a444a5bb-f4ac-423c-b62b-69cf002b49c7,Student,'28
77d3cca6-a291-4f4b-9632-6444a3a547d3,Student,DM
1e53e20d-0ab0-49a4-bcfd-f02e9ce09db5,Student,GR
af3ebf31-6f7c-4b21-a5d7-28a5c51ac29f,Student,'27
5099ac82-9e1a-42a8-abf3-faca929bbced,Student,'28
4f3896e6-c009-4c2f-b3b5-b099f4ffdb12,Student,'28
a1abd5d9-2f80-4bc1-bec2-83086a392f68,Faculty,History
0b597aea-a797-4c33-a045-26a950848ba7,Student,TH
93256543-6699-4f70-9850-98398c81b8ec,Student,'28
d8a60623-6e8f-4857-ae28-088388b18fd3,Student,'28
cd1c9126-ff83-4b94-89c0-e19438de819e,Staff,Dartmouth Institute
011d53cb-041b-4d20-9fc1-5b260628a62d,Faculty,Medicine
3d40232d-14ab-48d3-962a-620a15f53b1e,Student,'28
91fdc862-701a-448f-8f70-e97f4fc73644,Student,'28
d10e77d2-71e2-48c4-9ae0-816854d67e24,Student,'27
e4da15b0-df6c-4f99-8a86-9ab3ec27a8b1,Student,GR
e761545c-5573-4071-9515-f2a8dc681cea,Student,DM
54554c15-2944-4126-a305-9145ce9fe9eb,Student,GR
ace0a6a4-b9da-49b6-aa1a-4a4d012d8e89,Student,'28
b5b874fa-79ff-401a-964f-a4ec542b0bfd,Student,'27
30b16c7b-2bcc-4e90-993b-1491c7f5f404,Student,'28
83912348-17f7-4caa-9e3c-8188086dd32f,Student,TH
96e0c640-8384-4134-bd2a-c535e2d27db8,Student,TH
434a5f34-d4eb-4818-876b-b3a4ab4830fc,Student,TH
fc03744d-abfd-428f-8ea4-f4ab90af3a25,Staff,Ctr for Social Impact
50280182-77be-4e70-bc10-4df6cd2a2ca6,Student,'28
7de3f730-7818-4e0a-a277-ee5d3830c3a5,Staff,Thayer School
2e403002-f57b-4825-968d-a9ee93cc3333,Student,'28
f2a5a1af-1937-4579-a57b-e5d38d122347,Alum,18
ea7dea51-b4a7-45b5-be9f-6761a1b4702a,Student,GR
627efe0d-8335-452b-bf5b-6d897284644c,Student,'26
7bdf40cd-c842-4707-8850-253a0c1be679,Student,GR
e014d936-971a-4234-8fce-167591de5919,Student,'28
c5be3236-d330-464f-acc0-c83646cc97a6,Student,'25
4cd9fc70-a3ec-43ea-948b-5967c3566a29,Student,TH
0926585c-6d49-4a4d-81d5-1a558dbee921,Student,'27
5ed53f32-5126-4f33-99a3-13f4d2848a87,Student,'28
622f4c39-3427-40c3-af5e-13b201a65a5c,Student,'26
b7d8dbd8-ad07-43d9-845e-e23d8d116728,Member,Quant Social Sci
bf83470b-5048-4e5f-ae25-ac02c164ecbb,Student,DM
5ea5135e-c297-4115-8e80-f41b378b62f0,Member,Medicine
081954e7-8803-437d-88f5-1742a7285336,Student,'25
8dfb1022-f2ca-409b-a0a4-7d808617ca52,Student,'27
fb4965b7-34d2-461b-b5cc-bd16f5734d54,Student,'27
992a1b9c-bb69-4cbf-99b2-73c6be45118a,Student,'28
2a6a018e-c15a-419f-9924-6661ffef707f,Staff,Acad Skills
fe8a262a-9a83-4556-8662-9f3c1014f4fc,Student,'28
2558d87b-5fce-4302-9fd9-a1c7a6501e99,Student,'25
aeff3a7a-1cfe-4020-b089-30a8123576ef,Staff,Enterprise Systems Grp
bdf7a4e0-e1d1-484a-b3dd-31f0de835d7e,Student,'25
7d0f5de7-c7fe-483c-ac30-6e2255ad5506,Student,'26
bd53914c-867f-45f0-86cb-0a66ff043865,Student,'26
365c875c-6bd5-49ae-8c5a-0dbe707d7540,Staff,Acad Skills
dd776fa3-cc38-4caa-8242-cc821228bbac,Student,GR
d76beb46-c1e0-4ef0-9984-88eb3d943db7,Staff,Thayer School
9662983e-c081-4b51-ac15-162b61f145e8,Student,'25
292382bd-59ef-43e7-8bc5-bcdebbb92f1f,Student,'27
d20031aa-e1fc-4949-87ce-98791104b5c6,Staff,Grad & Adv Studies
97fbd5c9-8044-49da-b8d7-03492766ea8c,Student,'27
adeb9a58-f282-4956-87ad-54169e683af4,Student,GR
1384aec6-aba0-4e21-83a3-92b39b334e50,Student,TH
05fd0dd9-23fe-4229-9abf-64a36735d58c,Student,'26
63922e7b-daf0-4fb2-9b6a-3029fc1bec45,Student,DM
e645eb55-d838-4cda-825f-3b35cfbefd82,Staff,Student Affairs
cdd092fd-e5e0-4baa-8a58-2cc36504ebf8,Student,'28
348716e7-969e-4500-a1c5-f1c923c8fc61,Faculty,Biomed Data Sci
ae471a5b-060a-4312-aea6-5145accfde96,Student,GR
24547571-e77d-47b4-b8fb-931ccff62bc2,Student,UG
4c45e885-65be-4eb6-830c-988250b1dabe,Student,TH
f23cca6d-a4eb-4d69-b286-0db34ae5c35e,Student,'28
87bd7bca-62fc-45bb-9bb8-44d016fddfde,Staff,PBS
edd2a804-69a3-4b10-b470-cf5c4b83839a,Student,TH
65fcf52b-7827-43fe-8c41-143ba1b28a73,Student,'25
f9e14467-9d74-4aac-97f0-33042bb295e6,Student,GR
c95f5c3d-aab7-4af3-9058-a207627cda15,Student,GR
7314bb86-aa53-4e12-bc3b-182facde52c4,Student,TH
f73f9ac4-8860-4966-af48-f6217696a816,Student,GR
686870cf-f008-4896-a6ff-ff1a59e9de22,Student,'28
2ed4408c-df81-4a7d-a3a5-e90f2edf08f6,Student,'28
c7fa8b28-6f6c-425d-98e2-61bdb8b77edf,Student,'28
ab910c7e-5b33-4cf6-803d-7057574cfe82,Student,GR
23550782-95d6-4491-92b7-d6057c6e5bcd,Student,'26
e6c52c9c-74df-4900-b621-2563d6b08175,Staff,Geisel HR
6a44c77d-bb6e-4483-9c80-07f4e8e831fd,Student,'28
b3fe123b-4364-4d8d-bf4a-11d951b13ce6,Student,'26
b17c2374-0770-4ffa-b453-b6078460f9f4,Student,GR
272fd3ef-63c2-4d09-b674-89a75451829e,Student,'27
bc02402d-84ca-4e83-a56c-3bc092a9886d,Student,'25
86fe8896-4d59-4bb7-80ff-3137e4113562,Student,'28
effff089-4f5a-4a91-bce8-e75356be36bf,Student,TH
62aab0b0-c040-405c-abdf-a87d5a95556d,Student,GR
35ee6257-5a11-4eb1-aaf3-30c7edc38013,Student,GR
f39e70d5-fa1c-43f4-8008-14ea111430d8,Staff,Development Shr Srvc
9f6dcaa0-b30f-4e18-8dfc-71430b7d3273,Student,GR
251ad198-2333-4252-b8c5-01f42484fb1c,Staff,Epidemiology
0a2574ab-10bb-448d-a68a-49dd1b823646,Student,'27
542c6dee-839a-4b88-b27d-4fbbe4d644ae,Student,GR
66d574bb-ac30-4a38-b191-74bc760cdcd7,Student,'28
4433ec4c-38b2-465c-8cfb-8710eaa11b8f,Member,Provost Admin
b5b4b986-68b1-4de5-b39e-60d47c899998,Student,TH
419cc27e-f334-40ce-9035-2e2eac9f4e8a,Student,GR
c785a0f4-29a0-489b-baa0-1505b921cf94,Student,'28
f54b239f-6a5e-4543-9c8f-3dc1ef825f7c,Staff,A&S Finance Center
00e73311-7714-47b3-a8b0-6e62fdebf298,Student,GR
ad045d7b-0de7-4b8b-a470-de8b2f529b93,Student,'27
934c252f-7a37-4ff6-a272-fac3651b291d,Student,UG
b7a0d748-8164-46e1-a40f-eee55994cea2,Student,'25
f6b24e74-d9d9-4fc3-8c82-253ff376f850,Student,'28
f49fdf51-54e1-48b1-ad4a-5f1f2c835688,Student,'28
a19c956c-57a1-4da0-a6a1-ad27a086e5fd,Student,'28
c8be18a8-e7ac-4bd7-8f2b-89481b23904e,Student,GR
f095e957-3641-4783-b923-4afa292baad8,Faculty,Computer Science
6c50e9b2-4ff1-4bc1-9e2a-04a6f50163cd,Student,'28
7768d21d-2a50-4c74-820a-bba2c3a16143,Student,GR
7c7bc0ad-a5b1-42d5-84c6-f51ce965a3f9,Staff,Tuck IT
557e33a5-3120-466b-b5e4-ea5a41e53c4d,Student,TU26
30d7e3b9-6a07-4fa6-9edd-a5d7ba4f2645,Staff,Adv Data & Supt Svcs
d691f38b-ed39-4598-9640-c3b3330fc807,Student,'28
aa627eba-b593-421a-9d7a-108fc78ee4ba,Member,Campus IT Support
0e9902f6-07aa-4f84-928c-5cec59549dfe,Staff,Office of Labor Relations
c4a6d82c-2859-4991-884d-96724f4b8585,None,[]
442e85f5-2d56-4d41-a1b9-16aebf015d41,Staff,Geisel Education
beb9f32a-6b8d-4c79-8583-99b42a6a8b1d,Student,TU26
f957f081-3d63-4766-80df-7e36c769c08a,Staff,Tuck IT
3d36bd92-e5b1-405f-8b9a-95a99b79c4db,Staff,Tuck Finance
28a8d2a6-9e9f-4e9c-b099-0e9a10c0a7b9,Student,'26
dbc7c745-b222-41cb-85ae-c25ce37a38b5,Alum,25
982fec7a-a00b-45fc-af2b-a6c69ad332dd,Student,GR
082349a3-6bd7-49b6-a7fc-4b0cdd4a65e9,Staff,Tuck Advancement
9a95e329-e9e8-49e1-b70d-674ff5d4fb01,Student,'28
3e6bd7fa-c637-403e-98b5-6a13d3f04873,Staff,Tuck IT
ac3bdf6b-0f7f-4269-a01e-f86c63793ad3,Staff,Provosts Office
5904d6a8-66a1-4652-8a46-dba6ab77fd90,Staff,Tuck Digital Strat Ctr
7b1a020b-6986-4346-99cf-9f389c9fa1c1,Student,'27
d3b16ec2-41b9-4289-9e24-89753778f1e6,Staff,Tuck IT
51f632a7-f927-4360-a418-ed2c636d4ee4,Faculty,Computer Science
d12d401b-8b25-4f51-9b2f-4c3a2d76d713,ExEmployee,Research & Prosp Mgmt
b4b5ab84-48e8-48a2-af2c-610002b10480,Staff,Controllers Ofc
04b327cc-70d6-4aa8-8890-3d01aa32df6f,Student,'25
b92c2fa0-4bcf-4d88-bb8c-610c53a937c1,Student,'28
33742df8-b701-4fc1-b04a-80777e3752d9,Student,'25
1e7218bf-a6ae-4c11-9251-92d269afda70,Student,TU26
c11ba310-9369-4189-aca4-7f1e223426f9,Staff,Computing Geisel
73535d3a-d6f4-4c47-a920-abad82a3c24a,Student,GR
b9f5695b-a5b1-4f88-821b-03e097a277c3,Staff,OSP Administration
dbbb4ecd-388b-405d-9073-9a7bdc639e49,Faculty,Computer Science
6e05554f-6f8d-4262-a923-40a5d5691da9,Member,Dartmouth Cancer Center
85d9bc01-f5d5-40b1-9a48-6e376f5243c1,Student,TU26
36d57f75-2822-4a8d-8b37-1a76d32c5aa9,Staff,Enterprise Systems Grp
b209ad5e-1994-4081-8bdc-7683d69a1c08,Staff,University ADV
6996729d-70a7-46d6-891f-02956d1f0777,Student,TU26
733f8f06-ecb2-40e7-9e54-f0369c9e9741,Student,TU26
d36f700d-24e9-42ca-b97b-9013c8ed29db,Student,TU26
6160ceb4-3055-4b84-8ddb-24da878ca2d2,Student,GR
1d18e8c6-c35e-463a-819c-36f51c22046a,Student,'28
f846f141-34bc-4b93-970b-78a522aa65b9,Student,'25
300409eb-555d-473e-92cc-96893ca0b94a,Faculty,Thayer School
886947d2-89da-4916-b52e-eb72e362f9b2,Student,'25
35090774-0dfa-4ac1-b4b4-fdda8b3e7f16,Student,'28
0d987e65-acc8-42ab-921a-3b3b7c0efc90,Student,'28
e8f1c357-8405-44dd-ba1a-ebed67210e29,Student,TU26
9ffb7ece-02f2-4b07-a99c-a82c0d299aac,Student,TU26
fee7da8a-4cd8-4040-98d3-bac9b2f23bd6,Student,TU26
7034b074-d337-46a9-acba-dc823a1d3527,Student,'27
8624edef-fc50-4b1e-b0d2-d2e465528bfb,Student,'28
378911fe-09ef-4219-8e8a-b253f0df9e93,Student,TU26
ce9c308a-47d0-4fd2-99f4-9f0be02027b7,Student,'26
abd1b8c2-ddd0-4465-917e-d1c209f9e354,Student,'28
36acc154-8243-4a95-8fc4-57f8b651f392,Staff,Tuck Career Services
41b98493-0fe5-4f5c-8148-4f2114478557,Staff,Bakala TuckGO Program
736b6818-3101-4d11-81aa-5baf08f4209f,Staff,Residential Life
270b7526-9853-4327-8184-6df8e85e9ccc,Student,TU26
5b379329-e2a0-42e1-bde7-efeb4e6f56cf,Student,TU26
9dbfe028-cb2f-4c73-a659-98f37d34462f,Staff,Biochem Cell Biology
527f8227-cb64-4b0f-ad48-6d3c83304d87,Student,'28
4ae2530f-37e9-4e77-a6e5-7637cd57f8a2,Staff,OSP Administration
99c76177-280d-439b-b294-817e78d7d5c8,Staff,ADV MKT and ENG
e8123c00-0726-4d02-96bf-81b2102ddb2e,Faculty,Computer Science
5b04e615-1d38-4687-b51b-e18cacc6d28b,Staff,Dartmouth Institute
133faab1-7ab5-4965-97e3-14e6b078eb41,Student,'25
4dcb9f4e-9c5f-421d-b8d2-8a028963a942,Student,UG
eb340144-54e0-4a0d-b469-db90ec3c99eb,Staff,OSP Administration
d5df7b9e-9532-4132-b99a-2d64b2bbfb06,Faculty,Mathematics
9cce9054-7c45-4519-9fe1-bd73deb19c57,Student,'28
efa551f0-8352-4b8a-a461-cf2d4a71cdbe,Faculty,Tuck Faculty
d294cfab-5ba8-4c2f-869b-51d59251d9b4,Student,TH
93f6b34b-5f1b-4746-a17c-d398e7205594,Student,TH
8701f18c-15ec-46d7-ad95-cca8653899f7,Student,'25
b497a1db-03f2-4f9d-9ce6-de6d625f3707,Faculty,Thayer School
bce6d354-ce83-48d6-a0b2-53f00eed160c,Student,'28
e820a0ec-a063-498c-bd2d-fdbf2a7ace65,Student,'28
ea8c7456-2443-43df-802f-b4e9cfd90554,Staff,Tuck IT
b7babd91-294e-4460-90ed-40a16ce23add,Student,'25
a121d845-ed98-40ce-82b4-7a9edd163c32,Staff,Lib-Admin
01e084ee-c76a-4efa-a9f6-bfe310b8e842,Student,'28
667f5dc7-f910-4ed5-ba9d-e2f909e2b420,Student,GR
0c41885f-25ea-4511-9b30-616bc58314af,Member,[]
79a192ae-ea9d-498d-9970-f7ccc479ffd7,Student,'27
d936b516-17c3-48be-a64c-25ca522d54ce,Faculty,Pediatrics
9d59a1c6-2dce-4171-a5d5-7c553595dbeb,Student,'25
7474538c-0588-4dcc-9d8f-613da0d3680e,Staff,Tuck Research Support
650b4004-6635-4cd3-b5f2-2e71f41e58b9,Staff,Biomed Data Sci
a2550e86-bd9e-44fb-836a-347e0dcf41a2,Staff,Tuck Talent Management
772214bd-063b-4077-b494-4bb467b7af1e,Student,TU26
fe005f6a-6667-40e3-988c-dbbdb0873620,Student,TU26
ac3f12f1-8de7-4af8-abda-b693ae060aad,Student,TU26
7f23f785-74f8-48f1-828f-3d76eded7dcb,Student,TU26
11d61788-ac98-4d1d-b356-81e8a62bba4d,Staff,Micro Immuno
1d84bba2-a1f1-4ce7-b44d-602baf178cce,Student,GR
153fdf59-77a4-49c1-887a-302afc805842,Student,TU26
5398dd92-f918-4dac-88a7-5adc898b946e,Student,TU26
2c837a04-0181-4ae0-8c63-44abe3076999,Student,TU26
170a62ba-b7cb-45a3-81de-a4ad01f20898,Student,'25
8519a9ce-9cbe-45d8-93d2-2e8901c9173e,Student,TU26
cbfe0c57-f00c-4233-bde8-20ff2c7363f6,Student,TU26
cc7e028c-287e-45c9-8565-51d05559a3cd,Student,TU26
8d3e97af-77e3-42c9-82f7-e9f01cd9aad4,Staff,Volunteer Engagement
7dcdd9aa-3362-4e13-9e06-58faff9fd832,Staff,Leadership Giving
6a8c6275-97d5-4293-bddd-1bc2ba2d6cfd,Student,TU26
9af90147-1240-4ce7-a33f-f247a2198dd0,Student,TU26
5139a8ce-d7c6-494a-af2c-93400a03eb35,Student,TU26
2b1b57bc-9055-4689-a025-a4d0c0a5fba4,Student,TU26
cb705e43-2108-4e35-9bbc-56edfdf34c68,Student,GR
6e51856f-9c40-4946-8cfa-6f1b3ce606e5,Student,TU26
edeec707-ebe6-45b5-84b3-471fcdb56186,Student,TU26
d402ee52-eb93-42c9-9a7a-1a64a387664b,Student,'28
109afc03-db73-480e-938e-c92658eff54a,Student,'26
cd889490-5b46-47a2-a1fd-58d770e1c1ce,Student,'25
1621e342-3d1b-4437-ba1c-a6660d40d3e7,Staff,Fiscal Ofc Geisel
482c5792-8176-479f-8d0b-3e17c7286cf6,Staff,Campus IT Support
a3b0733b-0a43-4dff-b70c-d38246e9ae3f,Student,'27
f7d84609-e2d2-4be8-8f08-ffbd265da527,Student,'27
c4ed8b39-2990-4839-ad9c-9af559a0d1a8,Staff,Tuck Leadership Dev
848f110b-239c-45f0-a6e2-43e0f23425b1,Student,TU26
9d265422-54fc-4ac9-8ea6-d3b4eddd5d63,Student,TU26
94f85d52-cb04-4d4a-91ed-f183ce6bb17f,Staff,Lib-Digital Strategies
53ce8058-9b85-41be-8337-6f8727c8fd01,Student,TU26
726078be-952e-4367-a212-e6a6016e72fc,Student,TU26
5f07932e-a372-4e4e-9426-7255ea4b9056,Staff,OSP Administration
054c6763-028e-49f0-9e68-346752626a5d,Staff,Biochem Cell Biology
09e0078d-8e82-4237-8cf0-f1005a65e0f3,Staff,Network Engineering
d626dff9-98c7-49b9-a317-703aadacbfd0,Student,'25
8a65132e-5f37-4feb-9002-3849cd8cf19d,Staff,Primary Care
dc796b9e-a4fd-484f-8d95-11cf46e28009,Staff,Tuck Academic Ops
c430f0f0-72c4-422f-9395-e28511bd6fcd,Staff,OSP Administration
1958c585-13cf-4168-9e69-b6596826949f,Staff,OSP Administration
861d1304-45dc-434f-935d-7046a4560c6c,Student,'26
af676d8e-9f0f-4323-b80b-acb03096d169,Student,'28
80b36862-4c1b-4490-945e-efad4dbe57fa,Student,'27
a1d07bbf-320c-4950-bfcc-b93b39b87499,Student,'28
71203812-974b-47d8-87ac-f2b22741d444,Member,[]
c812eace-e081-4444-8abd-f2d72ccf3c3c,Student,TU26
2e213b85-ab3f-4a60-ad03-db937f79fae2,Student,'27
4ef2eeb0-c71a-4c25-ab2d-4c620cf56e1e,Staff,Campus IT Support
d2a82bce-506c-417e-84d3-1577b83dc485,Student,TU26
77f1d817-f5a0-4abe-8c72-7e5b48facf70,Staff,OSP Administration
e2b10b1c-4252-419b-bdff-7faabe37a5bb,Student,TU26
599548c6-dbee-48af-88ea-a7877d1939f4,Faculty,Computer Science
3c0a9ec5-9492-41ee-9620-2bf3ca97183f,Staff,Tuck Facilities
2492f7d9-c81e-49d7-91b6-88562979946a,Student,'28
40f31676-1ae0-495c-8b8c-a59bb03ce188,Student,'25
686879a6-66df-417c-b634-c288726307fc,Student,TU26
e6967891-31b6-40d9-a7fb-5f1b62320153,Staff,Tuck IT
bda23a63-865e-4918-97c9-847446baebd3,Student,'28
8c7a3a6d-8d8a-4c4e-a640-5194674f2abc,Member,[]
f08f517c-a617-4ba3-9f05-93d6709437e9,Staff,Biomed Data Sci
7e876f25-19be-4932-a9d8-059152b018fe,Faculty,PBS
1af49b0f-df90-484f-a6f5-21c50f1262ee,Student,TU26
564b3246-2d72-436f-b9e9-b696e04422dc,Faculty,Micro Immuno
67585d8f-43c1-42a2-ad4f-7a9b5751cef3,Student,'28
d142370d-b8e4-4bb1-b471-0e55accd0af4,Student,'27
a3ed7d71-27d4-4945-a6cd-6e553acd642c,Faculty,Tuck Faculty
e5109680-45ca-4d9b-a0dd-0fe98c80d752,Staff,Fiscal Ofc Geisel
6b0464de-2c46-46f1-9ae8-df9ddeaedec2,Staff,Tuck Advancement
f70d2080-3434-4530-ad14-3a537fbd27f5,Staff,Tuck IT
345ad62e-7881-47b5-940d-6c9e0742a342,Student,'25
b44c1829-3bb8-4132-9f01-1472769967e7,Student,TU25
5cb24c16-ba70-4a2c-8354-d8ee624c15e3,Staff,Tuck Career Services
ad0f992b-26e9-4d98-9fd5-f24564dbf752,Faculty,Medicine
56a2f48c-8cb4-4bb2-8d80-0b27ae2865b4,Student,'26
3d706adf-6843-424c-8598-bd64f1c0ebe2,Student,'28
2fdc3d29-7b53-4724-8dee-f89496c014be,Student,'28
4eb028a9-b9b7-4a00-872a-1fd511864fd2,Student,GR
f2998fc4-16d8-49d2-a8fd-e6b3fbaa190e,Student,'25
